Type,License No,Business Name,Address,City,State,Zip,Issued or Renewed Date,Expiration Date,County
MGB,35785,CLEAN CUT LANDSCAPE MAINTENANCE,2240 KNOBCONE AVE,ANDERSON,CA,96007,1/1/2015,12/31/2016,SHASTA
MGB,35791,TAJIMA LANDSCAPING MAINTENANCE INC.,20072 CYPRESS ST,NEWPORT BEACH,CA,92780,1/1/2016,12/31/2017,ORANGE
MGB,35794,RICE JIM LANDSCAPE SERVICE,PO BOX 2134,LIVERMORE,CA,95252,2/22/2016,12/31/2017,CALAVERAS
MGB,35798,GOES LANDSCAPING SERVICE,PO BOX 1069,MANTECA,CA,95336,1/1/2015,12/31/2016,SAN JOAQUIN
MGB,35799,SORRELLS LANDSCAPE,21100 FOX HOLLOW DR,YORBA LINDA,CA,92886,1/1/2016,12/31/2017,ORANGE
MGB,35805,JIM LORD LANDSCAPE SERVICES INC.,PO BOX 5801,REDWOOD CITY,CA,94063,1/1/2015,12/31/2016,SAN MATEO
MGB,35809,J B GREEN,PO BOX 2504,CRESTLINE,CA,92325,1/1/2015,12/31/2016,SAN BERNARDINO
MGB,35811,TERRA FERMA LANDSCAPES INC.,139 MITCHELL AVE #220,S SAN FRANCISCO,CA,94080,2/29/2016,12/31/2017,SAN MATEO
MGB,35812,COLUMBINE LANDSCAPEINC.,2268 BUENA CREEK RD,VISTA,CA,92084,1/1/2015,12/31/2016,SAN DIEGO
MGB,35814,LARRY'S LANDSCAPE MAINTENANCE,2202 JESSICA WY,REDDING,CA,96002,1/1/2015,12/31/2016,SHASTA
MGB,35815,WESTSCAPES INC.,PO BOX 1150,HANFORD,CA,93230,3/4/2016,12/31/2017,KINGS
MGB,35821,LE PERV LANDSCAPE INC.,689 1ST AVE,CHULA VISTA,CA,91910,1/1/2015,12/31/2016,SAN DIEGO
MGB,35822,PASTORI LANDSCAPE,7570 MYRTLE AVE,EUREKA,CA,95503,1/1/2016,12/31/2017,HUMBOLDT
MGB,35826,J VITALE LANDSCAPE & MAINTENANCE,8801 COTTONWOOD AVE,SANTEE,CA,92071,1/1/2015,12/31/2016,SAN DIEGO
MGB,35829,JAMES M.DRUMMOND,PO BOX 1358,OAKLEY,CA,94509,1/1/2015,12/31/2016,CONTRA COSTA
MGB,35831,PATTERSON JAMES D.,215 LAKE BLVD #546,REDDING,CA,96003,1/1/2016,12/31/2017,SHASTA
MGB,35836,INLAND LANDSCAPE MAINTENANCE INC.,3852 HILLSIDE AVE #B,NORCO,CA,92860,1/1/2015,12/31/2016,RIVERSIDE
MGB,35839,COASTAL MIRAGE LANDSCAPES INC.,26362 VIA DE ANZA,SAN JUAN CAPISTRANO,CA,92675,2/6/2015,12/31/2016,ORANGE
MGB,35846,BLS CONTRACTORS,PO BOX 6521,CONCORD,CA,94520,1/1/2015,12/31/2016,CONTRA COSTA
MGB,35858,DPM LANDSCAPING,PO BOX 785,RED BLUFF,CA,96080,12/31/2015,12/31/2016,TEHAMA
MGB,35859,INDOOR GREENERY,2021 WILLOW DR,PETALUMA,CA,94954,1/1/2015,12/31/2016,SONOMA
MGB,35864,MS. LANDSCAPE GARDEN SERVICE INC.,PO BOX 763,STANTON,CA,90680,1/1/2016,12/31/2017,ORANGE
MGB,35871,C. LOPEZ YARD MAINTENANCE,1147 SANTA CATALINA WAY,SANTA ROSA,CA,95404,1/1/2015,12/31/2016,SONOMA
MGB,35881,VTC ENTERPRISES,PO BOX 1187,SANTA MARIA,CA,93455,1/1/2016,12/31/2017,SANTA BARBARA
MGB,35883,AMUNDSON-SINGH LANDSCAPING INC.,10141 ATLANTIS DRIVE,ELK GROVE,CA,95691,1/1/2015,12/31/2016,YOLO
MGB,35887,OROZCO LANDSCAPE & TREE CO.,1419 S. EAST END AVENUE,POMONA,CA,91766,1/1/2016,12/31/2017,LOS ANGELES
MGB,35892,BUENA VISTA LANDSCAPE,1768 HUMMINGBIRD LN,VISTA,CA,92084,1/1/2015,12/31/2016,SAN DIEGO
MGB,35895,AYRES LANDSCAPE SERVICE INC,PO BOX 1035,CHINO,CA,91762,1/1/2015,12/31/2016,SAN BERNARDINO
MGB,35901,MURI'S LANDSCAPING,1662 FRENCH LACE LN,REDDING,CA,96003,1/1/2016,12/31/2017,SHASTA
MGB,35902,PEREIRA INDUSTRIAL CONSTRUCTION & MAINTENANCE  INC,15355 W GRANT LINE RD,TRACY,CA,95304,1/1/2016,12/31/2017,SAN JOAQUIN
MGB,35913,PARK WEST  LANDSCAPE  MAINTENANCE  INC.,22421 GILBERTO #A,RCHO STA MARG,CA,92860,1/1/2016,12/31/2017,RIVERSIDE
MGB,35919,HARRINGTON LANDSCAPE,505 ALOMA WY,ARROYO GRANDE,CA,93420,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,35920,TEGRISCAPE,1310 PARK HILL LN,ESCONDIDO,CA,92025,1/1/2016,12/31/2017,SAN DIEGO
MGB,35924,ST. FRANCIS LANDSCAPE & GARDENING,PO BOX 13707,SAN LUIS OBISPO,CA,93401,1/1/2016,12/31/2017,SAN LUIS OBISPO
MGB,35925,SONGBIRD  LANDSCAPING,2692 HWY 45,GLENN,CA,95943,1/1/2016,12/31/2017,GLENN
MGB,35933,PJM YARD MAINTENANCE INC.,3170 PRIMROSE AVE,SANA ROSA,CA,95407,1/1/2016,12/31/2017,SONOMA
MGB,35936,TAKEHARA  LANDSCAPE  INC.,PO BOX 277085,SACRAMENTO,CA,95829,1/1/2016,12/31/2017,SACRAMENTO
MGB,35938,CUSTOM LANDSCAPING,PO BOX 10096,NAPA,CA,94559,1/1/2015,12/31/2016,NAPA
MGB,35939,SALOME CAMPA,2945 BELL RD #137,AUBURN,CA,95603,1/1/2016,12/31/2017,PLACER
MGB,35940,GREEN VALLEY LANDSCAPE,1182 INDUSTRIAL AVE,ESCONDIDO,CA,92029,1/1/2015,12/31/2016,SAN DIEGO
MGB,35943,AGGIOS LANDSCAPING SERVICE,PO BOX 750095,PETALUMA,CA,94954,1/1/2015,12/31/2016,SONOMA
MGB,35945,THE FROG HOLLOW GREEN GROUP INC.,PO BOX 898,ANGELS CAMP,CA,95222,1/1/2016,12/31/2017,CALAVERAS
MGB,35949,JAMES JONIDES HOME & GARDEN WEST,PO BOX 2163,RIDGECREST,CA,93519,1/1/2015,12/31/2016,KERN
MGB,35952,PROGRESSIVE MANAGEMENT ENT.  INC.,6412 CREEKSIDE ST,REDDING,CA,96001,6/6/2016,12/31/2017,SHASTA
MGB,35953,THE GARDEN SHOP AT BLAIRSDEN INC.,6 N. PINION CIR.,BLAIRSDEN,CA,96103,1/1/2016,12/31/2017,PLUMAS
MGB,35954,ADAMS LANDSCAPING INC.,PO BOX 890094,TEMECULA,CA,92562,1/1/2015,12/31/2016,RIVERSIDE
MGB,35958,4 SEASONS LANDSCAPE SERICES,PO BOX 494937,REDDING,CA,96002,1/1/2015,12/31/2016,SHASTA
MGB,35959,CRITICAL ENVIRONMENTS INC.,PO BOX 12259,NEWPORT BEACH,CA,92626,1/1/2015,12/31/2016,ORANGE
MGB,35960,DESERT CONCEPTS CONSTRUCTION INC.,77-770 COUNTRY CLUB DR #D,PALM DESERT,CA,92211,1/1/2015,12/31/2016,RIVERSIDE
MGB,35967,MPA LANDSCAPE SERVICES,2770 S HARBOR BLVD #F,SANTA ANA,CA,92704,1/1/2016,12/31/2017,ORANGE
MGB,35970,DON JOHN LANDSCAPING,2490 BUTTE ST,NAPA,CA,94558,1/1/2015,12/31/2016,NAPA
MGB,35974,GREENER MAINTENANCE SERVICES INC,1565 ALUM ROCK AVE #G,SAN JOSE,CA,95116,1/1/2015,12/31/2016,SANTA CLARA
MGB,35976,A.J. GARDEN SERVICE,PO BOX 1512,WINTON,CA,95388,1/5/2015,12/31/2016,MERCED
MGB,35979,MILE HIGH GARDENING AND LANDSCAPE INC.,12936 MAYFLOWER DR,NEVADA CITY,CA,95959,4/4/2016,12/31/2017,NEVADA
MGB,35986,KEOUGH'S LANDSCAPING INC.,525 BOONVILLE RD,UKIAH,CA,95482,1/1/2015,12/31/2016,MENDOCINO
MGB,35987,HERITAGE LANDSCAPES,PO BOX 2834,SAN ANSELMO,CA,94979,1/1/2015,12/31/2016,MARIN
MGB,35988,LOVE'S GARDENS,127 NATIONAL ST,SANTA CRUZ,CA,95060,1/1/2015,12/31/2016,SANTA CRUZ
MGB,35996,BOTANICA LANDSCAPES,PO BOX 569,YUBA CITY,CA,95993,1/1/2015,12/31/2016,SUTTER
MGB,36003,CAL STATE LANDCARE INC.,8334 ECHELON PL,SUN VALLEY,CA,91352,2/23/2015,12/31/2016,LOS ANGELES
MGB,36006,GOTHIC GROUNDS MANAGEMENT INC,28546 CONSTELLATION RD,VALENCIA,CA,92503,2/18/2015,12/31/2016,RIVERSIDE
MGB,36008,HAI'S LANDSCAPE,2044 MISSION AVE,SAN DIEGO,CA,92116,1/1/2015,12/31/2016,SAN DIEGO
MGB,36010,EL PLANTIO NURSERY-LANDSCAPING INC,1322 SAN PASQUAL VALLEY RD,ESCONDIDO,CA,92027,1/1/2015,12/31/2016,SAN DIEGO
MGB,36012,NORTH STATE LANDSCAPE SERVICES,PO BOX 513,BANGOR,CA,95914,1/14/2016,12/31/2017,BUTTE
MGB,36013,NORTON LANDSCAPE,1166 EAST AVE,NAPA,CA,94559,1/1/2016,12/31/2017,NAPA
MGB,36018,ALPINE LANDSCAPE INC.,PO BOX 6164,CHICO,CA,95973,1/1/2015,12/31/2016,BUTTE
MGB,36019,COASTAL EVERGREEN COMPANY,4615 SCOTTS VALLEY DR STE # C,SCOTTS VALLEY,CA,95066,1/1/2015,12/31/2016,SANTA CRUZ
MGB,36020,THE GRASS CLIPPER,20645 CONESTOGA TRAIL,REDDING,CA,96003,1/1/2016,12/31/2017,SHASTA
MGB,36023,VARGAS LANDSCAPING AND MAINTENANCE,1020 S RAYMOND #D,FULLERTON,CA,92831,1/1/2016,12/31/2017,ORANGE
MGB,36027,CIRO'S LANDSCAPING INC.,2181 MEYERS AVE STE A,ESCONDIDO,CA,92029,1/1/2015,12/31/2016,SAN DIEGO
MGB,36029,CORONA'S HORTICULTURAL SERVICES,36411 CYPRESS POINT DR,NEWARK,CA,94560,1/13/2015,12/31/2016,ALAMEDA
MGB,36030,RONNYS INC,15901 BADGER FLAT RD,LOS BANOS,CA,93635,1/1/2016,12/31/2017,MERCED
MGB,36031,HORT TECH INC,PO BOX 3284,PALM DESERT,CA,92203,3/10/2015,12/31/2016,RIVERSIDE
MGB,36032,MOGENSEN LANDSCAPING,8209 SCARLET OAK CIR,CITRUS HEIGHTS,CA,95610,1/1/2016,12/31/2017,SACRAMENTO
MGB,36034,LANTER LANDSCAPES,1070 N TOWNE,CLAREMONT,CA,91711,2/24/2015,12/31/2016,LOS ANGELES
MGB,36035,CARVALHO'S LAWN CARE,PO BOX 638,SHINGLETOWN,CA,96088,1/1/2015,12/31/2016,SHASTA
MGB,36037,GREEN RIDGE LANDSCAPING,PO BOX 2349,PARADISE,CA,95969,1/1/2015,12/31/2016,BUTTE
MGB,36041,ECOLOGY CARE INC.,1415 BROADWAY,EL CAJON,CA,92021,1/1/2015,12/31/2016,SAN DIEGO
MGB,36042,GP LANDSCAPE A CALIFORNIA CORPORATION,PO BOX 22926,SACRAMENTO,CA,95826,1/1/2015,12/31/2016,SACRAMENTO
MGB,36044,HANSON & HANSON LANDSCAPE CONSULTANTS,9969 COHASSET RD,CHICO,CA,95973,1/1/2015,12/31/2016,BUTTE
MGB,36047,BAYSCAPES,29210 LASSEN ST,HAYWARD,CA,94545,3/4/2015,12/31/2016,ALAMEDA
MGB,36052,GREENHEART GARDENS,PO BOX 223,SOMIS,CA,93066,1/1/2015,12/31/2016,VENTURA
MGB,36054,PROGRESSIVE GREENERY,PO BOX 4869,PASO ROBLES,CA,93447,1/1/2016,12/31/2017,SAN LUIS OBISPO
MGB,36056,AMMANN'S LANDSCAPE MAINT.,19077 OLIVE AVE,SONOMA,CA,95476,1/1/2015,12/31/2016,SONOMA
MGB,36057,CROSSROADS FACILITY SERVICES INC.,9300 TECH CENTER DR STE 100,SACRAMENTO,CA,95826-2575,1/1/2015,12/31/2016,SACRAMENTO
MGB,36058,ALL SEASONS LANDSCAPE MAINTENANCE,PO BOX 494128,REDDING,CA,96002,1/1/2015,12/31/2016,SHASTA
MGB,36065,ENVIRONMENTAL CONCEPTS LANDSCAPE MANAGEMENT INC.,PO BOX 1788,TEMECULA,CA,92562,1/1/2015,12/31/2016,RIVERSIDE
MGB,36066,TOSKI-MARTIN GOLF MANAGEMENT LLC,140 E. STETSON AVE #295,HEMET,CA,92544,1/1/2016,12/31/2017,RIVERSIDE
MGB,36068,INNOVATIVE MAINTENANCE SOLUTIONS INC.,125 MAIN AVE,SACRAMENTO,CA,95838,1/1/2015,12/31/2016,SACRAMENTO
MGB,36069,BUTTERFIELD GARDENING,1826 12TH ST,SAN LUIS OBISPO,CA,93402,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36076,CALIFORNIA MAJESTIC LANDSCAPE MAINTENANCE INC.,7507 REESE RD,SACRAMENTO,CA,95828,1/1/2015,12/31/2016,SACRAMENTO
MGB,36080,SCANDIA LANDSCAPING,21400 BROADWAY,SONOMA,CA,95476,1/1/2016,12/31/2017,SONOMA
MGB,36081,D & D MAINTENANCE,3763 REGATTA CT,REDDING,CA,96001,1/1/2015,12/31/2016,SHASTA
MGB,36084,VARGAS CUSTOM LANDSCAPING INCORPORATED,1500 SAINT FRANCIS AVE,MODESTO,CA,95356,1/1/2016,12/31/2017,SAN JOAQUIN
MGB,36087,YAMAGATA LANDSCAPE  SERVICE,7441 STEARMAN WAY,CITRUS HEIGHTS,CA,95621,2/19/2016,12/31/2017,SACRAMENTO
MGB,36090,ALL SEASONS LANDSCAPE SERVICES,PO BOX 253,VALLEY SPRINGS,CA,95252,1/1/2015,12/31/2016,CALAVERAS
MGB,36092,GPE INCORPORATED,PO BOX 678,ARROYO GRANDE,CA,93420,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36096,LEE'S GARDENING,21362 HIGH COUNTRY DR,TRABUCO CANYON,CA,92679,1/1/2015,12/31/2016,ORANGE
MGB,36101,EARTHSCAPES,PO BOX 5405,SAN LUIS OBISPO,CA,93402,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36106,CROSSROADS DIVERSIFIED SERVICES INCORPORATED,9300 TECH CENTER DR STE 100,SACRAMENTO,CA,95826-2575,1/1/2015,12/31/2016,SACRAMENTO
MGB,36109,SAL'S AND BROTHERS LANDSCAPE,PO BOX 60013,SANTA BARBARA,CA,93111,1/1/2016,12/31/2017,SANTA BARBARA
MGB,36126,CAL LANDSCAPE COMPANY,1316 W WILSHIRE AVE,FULLERTON,CA,92833,1/1/2015,12/31/2016,ORANGE
MGB,36129,JEAN CURUTCHET INC.,126 ARROYO DR,SOUTH SAN FRANCISCO,CA,94080,12/14/2015,12/31/2016,SAN MATEO
MGB,36130,SCHNETZ LANDSCAPE,427 VENTURE ST,ESCONDIDO,CA,92029,1/1/2016,12/31/2017,SAN DIEGO
MGB,36131,FOREST DESIGN LANDSCAPING & MAINTENANCE,PO BOX 493655,REDDING,CA,96002,1/1/2015,12/31/2016,SHASTA
MGB,36133,EARTHTECH  LANDSCAPE INCORPORATED,PO BOX 720,SAN MARTIN,CA,95046,1/1/2015,12/31/2016,SANTA CLARA
MGB,36142,MC GUIRE AND HESTER,9009 RAILROAD AVE,OAKLAND,CA,94603,1/1/2016,12/31/2017,ALAMEDA
MGB,36148,HUNTER LANDSCAPE INC.,711 S FEE ANA ST,PLACENTIA,CA,92870,1/1/2015,12/31/2016,ORANGE
MGB,36152,JOHN MCGEE LANDSCAPING,3940-7 BROAD ST #162,SAN LUIS OBISPO,CA,93401,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36164,LAWNMAN INC,4300 82ND ST #C,SACRAMENTO,CA,95826,1/1/2015,12/31/2016,SACRAMENTO
MGB,36170,CENTENNIAL SERVICES INCORPORATED,PO BOX 1591,TUSTIN,CA,92781,1/1/2015,12/31/2016,ORANGE
MGB,36177,ECO-CARE,PO BOX 836,ORANGEVALE,CA,95662,1/1/2015,12/31/2016,SACRAMENTO
MGB,36189,CAPITAL LANDSCAPE MANAGEMENTINCORPORATED,PO BOX 1138,ROCKLIN,CA,95747,1/1/2015,12/31/2016,PLACER
MGB,36190,GREENLEAF INDUSTRIES,PO BOX 352,GROVELAND,CA,95321,1/1/2015,12/31/2016,TUOLUMNE
MGB,36191,SWIFT LAWN AND GARDEN,PO BOX 252,ESCALON,CA,95320,1/1/2016,12/31/2017,SAN JOAQUIN
MGB,36192,MISSION LANDSCAPE COMPANIESINC.,PO BOX 15026,SANTA ANA,CA,91761,1/7/2016,12/31/2017,SAN BERNARDINO
MGB,36194,PETALON LANDSCAPE MANAGEMENT INCORPORATED,1766 ROGERS AVE,SAN JOSE,CA,95112,1/1/2016,12/31/2017,SANTA CLARA
MGB,36195,A GROWING CONCERN LANDSCAPES INCORPORATED,17382 GOTHARD ST,HUNTINGTON BEACH,CA,92647,1/1/2015,12/31/2016,ORANGE
MGB,36196,TOYON LANDSCAPES INCORPORATED,PO BOX 3118,PISMO BEACH,CA,93449,2/19/2016,12/31/2017,SAN LUIS OBISPO
MGB,36198,PERFORMANCE LANDSCAPE SERVICES INC.,PO BOX 3081,LA MESA,CA,91941,1/13/2016,12/31/2017,SAN DIEGO
MGB,36199,RANCHO WEST LANDSCAPE INC.,28325 A SOMERS RD,MURRIETO,CA,92563,1/1/2016,12/31/2017,RIVERSIDE
MGB,36205,SILVERS GARDENING & HOME CARE,802 S MILL ST,TEHACHAPI,CA,93561,2/2/2016,12/31/2017,KERN
MGB,36206,MARTINELLI LANDSCAPE CONSTRUCTIONINC,PO BOX 1256,TEMPLETON,CA,93446,2/11/2016,12/31/2017,SAN LUIS OBISPO
MGB,36217,HARVEST LANDSCAPE ENTERPRISES INC.,PO BOX 3877,ORANGE,CA,92807,6/18/2015,12/31/2016,ORANGE
MGB,36218,GRASS DOCTOR LANDSCAPE INC.,PO BOX 517,LA MESA,CA,91977,1/1/2015,12/31/2016,SAN DIEGO
MGB,36221,SIERRA OUTDOOR SERVICES,PO BOX 183,YUBA CITY,CA,95901,1/1/2016,12/31/2017,SUTTER
MGB,36226,PEOPLE SERVICES INCORPORATED,4195 LAKESHORE BLVD,LAKEPORT,CA,95453,1/1/2016,12/31/2017,LAKE
MGB,36229,ALBERT BETTENCOURT,PO BOX 4197,CARMEL,CA,93921,1/1/2015,12/31/2016,MONTEREY
MGB,36230,MCENTIRE LANDSCAPING INC,PO BOX 492381,REDDING,CA,96003,1/1/2016,12/31/2017,SHASTA
MGB,36231,DELTA LANDSCAPE SERVICES INCORPORATED,PO BOX 60922,SACRAMENTO,CA,95608,1/1/2015,12/31/2016,SACRAMENTO
MGB,36234,JBS LANDSCAPE,PO BOX 3476,SONORA,CA,95370,1/1/2015,12/31/2016,TUOLUMNE
MGB,36238,ROCO'S GARDENING AND ARROYO VISTA LANDSCAPING INC,520 WESTCHESTER DR STE  1,CAMPBELL,CA,95008,1/1/2016,12/31/2017,SANTA CLARA
MGB,36245,FORMATION LANDSCAPING,PO BOX 7726,CHICO,CA,95926,1/1/2015,12/31/2016,BUTTE
MGB,36255,COMMERCIAL LANDSCAPE & MAINTENANCEINC.,1080 B ELM ST,SAN JOSE,CA,95126,1/1/2015,12/31/2016,SANTA CLARA
MGB,36261,GREEN ACRES GARDENING,19735 AVE 304,EXETER,CA,93221,1/1/2015,12/31/2016,TULARE
MGB,36263,GAUCI LANDSCAPING,621 E LAMBERT RD #E,LA HABRA,CA,90631,1/1/2015,12/31/2016,ORANGE
MGB,36265,THE GRASS IS GREENER LANDSCAPE MANAGEMENT,8100 LAKE SHORE DR,CHOWCHILLA,CA,93610,1/1/2016,12/31/2017,MERCED
MGB,36267,G L M LANDSCAPE MANAGEMENTINC.,PO BOX 1406,ARROYO GRANDE,CA,93433,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36269,MERINO  LANDSCAPE INC.,2556 PALM AVE,SAN DIEGO,CA,92154,1/1/2016,12/31/2017,SAN DIEGO
MGB,36272,HOLLIS LANDSCAPING,132 MEADOW LN,ORINDA,CA,94563,1/1/2015,12/31/2016,CONTRA COSTA
MGB,36273,YARD MASTERSINCORPORATED,1968 BUSINESS PKWY,MERCED,CA,95348,1/1/2016,12/31/2017,MERCED
MGB,36277,PRECISION LANDSCAPE & TURF INC.,9490 LESLIE ST,LA HABRA,CA,90631,1/1/2016,12/31/2017,ORANGE
MGB,36278,FURUKAWA DEREK  GARDENING,1623 LEAFWOOD DR,MONROVIA,CA,91016,1/1/2015,12/31/2016,LOS ANGELES
MGB,36280,PRESTIGE LANDSCAPE SERVICES,2255 FAIR ST,CHICO,CA,95928,1/1/2016,12/31/2017,BUTTE
MGB,36281,HIGAJO TAKASHI,13261 GALWAY ST,GARDEN GROVE,CA,92844,1/1/2015,12/31/2016,ORANGE
MGB,36283,WHEELER VINNEYARD CONSULTING,1314 SHADY LN,TURLOCK,CA,95382,1/1/2016,12/31/2017,STANISLAUS
MGB,36285,W T MARTIN  GARDENING,PO BOX 341,VINEBURG,CA,95476,1/1/2016,12/31/2017,SONOMA
MGB,36287,QGL INCORPORATED,4950 BLUM RD,MARTINEZ,CA,94553,1/1/2016,12/31/2017,CONTRA COSTA
MGB,36293,NATIVE SOLUTIONS,PO BOX 215,SAN JUAN BAUTISTA,CA,95045,1/21/2016,12/31/2017,MONTEREY
MGB,36294,LAND SERVICE LANDSCAPE CONTRACT INC.,901 BROWN RD,FREMONT,CA,94539,1/1/2015,12/31/2016,ALAMEDA
MGB,36295,VAN SLYKE LANDSCAPE INC.,PO BOX 230877,ENCINITAS,CA,92024,1/1/2016,12/31/2017,SAN DIEGO
MGB,36296,SUNRIDGE LANDSCAPE MAINTENANCE INC.,2141 PRESILLA PL,CAMARILLO,CA,93010,1/1/2016,12/31/2017,VENTURA
MGB,36297,TCS TURF,3115 JAVA CT,WEST SACRAMENTO,CA,95691,1/1/2016,12/31/2017,YOLO
MGB,36299,SAN DIEGO LAND SYSTEMS,8720 MIRAMAR PL,SAN DIEGO,CA,92121,2/4/2016,12/31/2017,SAN DIEGO
MGB,36300,MCCLELLAN  GARDENING,535 S TRAFFIC WAY #2,ARROYO GRANDE,CA,93420,2/4/2016,12/31/2017,SAN LUIS OBISPO
MGB,36302,MARATHON LANDSCAPE SERVICES,5730 SOQUEL DR,SOQUEL,CA,95073,1/13/2016,12/31/2017,SANTA CRUZ
MGB,36308,JOHNSON LANDSCAPE COMPANY,PO BOX 696,PATTERSON,CA,95313,1/1/2015,12/31/2016,STANISLAUS
MGB,36315,AARON LANDSCAPE INCORPORATED,286 VIKING AVE,BREA,CA,92821,1/1/2015,12/31/2016,ORANGE
MGB,36316,GREEN GROWTH INDUSTRIES INC.,PO BOX 1275,PLEASANTON,CA,94566,1/1/2015,12/31/2016,ALAMEDA
MGB,36318,INNER NATURE,PO BOX 1342,SOLVANG,CA,93463,1/1/2015,12/31/2016,SANTA BARBARA
MGB,36319,EMERALD LANDSCAPE COMPANY,2265 RESEARCH DR,LIVERMORE,CA,94551,1/1/2015,12/31/2016,ALAMEDA
MGB,36320,WHEELER ROGER LANDSCAPING,PO BOX 249,KELSEYVILLE,CA,95426,1/1/2016,12/31/2017,LAKE
MGB,36321,STEFFA JR DON  D.,12510 FRANCIS DR,GRASS VALLEY,CA,95949,2/1/2016,12/31/2017,NEVADA
MGB,36322,NAILLON GENERAL MAINTENANCEINC.,PO BOX 5128,TAHOE CITY,CA,96145,1/1/2016,12/31/2017,PLACER
MGB,36325,RANCHO DEL ORO LANDSCAPE & MAINTENANCE,PO Box 4608,OCEANSIDE,CA,92056,1/1/2016,12/31/2017,SAN DIEGO
MGB,36330,VAL-COAST INC.,PO BOX 411,SANTA MARIA,CA,93455,1/7/2016,12/31/2017,SANTA BARBARA
MGB,36332,EVERGREEN LANDSCAPE MAINTENANCE,11424 E STILLWATER WAY,REDDING,CA,96003,1/1/2015,12/31/2016,SHASTA
MGB,36335,MATHIS DAVID LAWN SERVICE,PO BOX 80671,BAKERSFIELD,CA,93308,1/1/2016,12/31/2017,KERN
MGB,36336,BURKARD ROBERT H.,1579 VISTA GRANDE LN,ARROYO GRANDE,CA,93420,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36341,MARK SCHROEDER & CO. INC.,8195 RONSON RD # B,SAN DIEGO,CA,92111,1/1/2016,12/31/2017,SAN DIEGO
MGB,36342,ALLSTATE LANDSCAPE SERVICES INC.,15940 SIERRA HWY,CANYON COUNTRY,CA,91390,1/1/2015,12/31/2016,LOS ANGELES
MGB,36343,GOLDEN PACIFIC LANDSCAPE INC.,3113 HALLADAY ST,SANTA ANA,CA,92705,1/1/2015,12/31/2016,ORANGE
MGB,36346,GREAT OUTDOORS LANDSCAPING & TREE SERVICE,PO BOX 6628,AUBURN,CA,95602,1/1/2015,12/31/2016,PLACER
MGB,36348,SONOMA MOUNTAIN LANDSCAPE INC,8091 PETALUMA HILL RD,PENNGROVE,CA,94951,1/1/2016,12/31/2017,SONOMA
MGB,36349,THE GARDEN PATH,1738 MURRAY RD,MCKINLEYVILLE,CA,95519,1/1/2016,12/31/2017,HUMBOLDT
MGB,36351,LA HACIENDA NURSERY & LANDSCAPE INC.,80-900 MILES AVE,INDIO,CA,92201,1/1/2015,12/31/2016,RIVERSIDE
MGB,36352,YAMANAKA  LANDSCAPE,4255 PALM AVE,SACRAMENTO,CA,95842,1/1/2016,12/31/2017,SACRAMENTO
PCM,36354,D & D WILDLIFE HABITAT RESTORATION INC,9143 HARNESS ST,SPRING VALLEY,CA,91977,1/1/2015,12/31/2016,SAN DIEGO
MGB,36357,CENTRAL VALLEY LANDSCAPE SERVICESINC.,PO BOX 576703,MODESTO,CA,95307,1/1/2015,12/31/2016,STANISLAUS
MGB,36359,JOHNSON RICK YARDCARE,PO BOX 488,ROSEVILLE,CA,95678,1/1/2015,12/31/2016,PLACER
MGB,36360,ENVIROSCAPING INC,340 PINE AVE,GOLETA,CA,93117,1/1/2015,12/31/2016,SANTA BARBARA
MGB,36361,ZACA CREEK LANDSCAPES,920 FREDENSBORG CANYON RD,SOLVANG,CA,93463,1/1/2016,12/31/2017,SANTA BARBARA
MGB,36364,MCE CORPORATION,6515 TRINITY CT,DUBLIN,CA,94568,1/1/2016,12/31/2017,ALAMEDA
MGB,36367,SUNSHINE LANDSCAPING & GARDENING SERVICE,4008 1/2  GARFIELD ST,CARLSBAD,CA,92008,2/19/2016,12/31/2017,SAN DIEGO
MGB,36368,ESTATE LANDSCAPE & IRRIGATIONINC,PO BOX 2300,KINGS BEACH,CA,96143,1/1/2015,12/31/2016,PLACER
MGB,36371,DAN'S GARDEN SERVICE,PO BOX 2551,PASO ROBLES,CA,93446,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36372,THE GROWING COMPANY INC.,4 WAYNE CT BUILDING 3,SACRAMENTO,CA,95829,1/1/2016,12/31/2017,SACRAMENTO
MGB,36375,L & B HOLLAND CORPORATION,5244 E WASHINGTON,FRESNO,CA,93722,1/1/2015,12/31/2016,FRESNO
MGB,36376,CLEAN CUT LANDSCAPE,8406 N ARMSTRONG AVE,CLOVIS,CA,93619,1/1/2015,12/31/2016,FRESNO
MGB,36380,KD JANNI LANDSCAPINGINC.,PO BOX 4014,SAN LUIS OBISPO,CA,93401,1/1/2015,12/31/2016,SAN LUIS OBISPO
MGB,36384,ENCHANTED GARDENS LANDSCAPINGINC.,PO BOX 13216,OAKLAND,CA,94501,1/1/2015,12/31/2016,ALAMEDA
